All event log messages.
Date:	2016-10-17 12:18:54
System Name:	MCube6.03
Controller Name:	192.168.1.2
Controller Id	120-502362

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	623-1 Multitasking
	604-1 MultiMove Coordinated
	623-1 Multitasking
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input

Robot1
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600

Robot2
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
2796586   	I   	Operational         	10012   	Safety guard stop state                 	2016-10-14 08:24:21 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
2796587   	I   	Operational         	10016   	Automatic mode requested                	2016-10-14 08:24:23 	The system has been ordered to go to the Automatic mode.	{args: }
2796588   	I   	Operational         	10010   	Motors OFF state                        	2016-10-14 08:24:23 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
2796589   	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-14 08:24:25 	The system is in the Automatic mode.	{args: }
2796590   	I   	Operational         	10011   	Motors ON state                         	2016-10-14 08:24:27 	The system is in the Motors ON state.	{args: }
2796591   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:24:35 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796592   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:24:35 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796593   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:24:35 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796594   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:24:35 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796595   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 08:24:35 	 The program execution in task LOGGER1 has left a spontaneous error state. 	{args: "3", "LOGGER1"}
2796596   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 08:24:35 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796597   	I   	Operational         	10052   	Regain start                            	2016-10-14 08:24:37 	A regain movement has started.	{args: "0"}
2796598   	I   	Operational         	10053   	Regain ready                            	2016-10-14 08:24:37 	The regain movement is ready.	{args: "0"}
2796599   	I   	Operational         	10151   	Program started                         	2016-10-14 08:24:37 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796600   	I   	Operational         	10151   	Program started                         	2016-10-14 08:24:37 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796601   	I   	Operational         	10151   	Program started                         	2016-10-14 08:24:37 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796602   	I   	Operational         	10151   	Program started                         	2016-10-14 08:24:37 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796603   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:24:37 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796604   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:24:37 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796605   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:24:41 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796606   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:24:41 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
2796608   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:01 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796609   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:01 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796610   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:01 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796611   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:01 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796612   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:23 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796613   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:23 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796614   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:23 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796615   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:25:23 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796616   	I   	Operational         	10052   	Regain start                            	2016-10-14 08:25:27 	A regain movement has started.	{args: "0"}
2796617   	I   	Operational         	10053   	Regain ready                            	2016-10-14 08:25:27 	The regain movement is ready.	{args: "0"}
2796618   	I   	Operational         	10151   	Program started                         	2016-10-14 08:25:27 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796619   	I   	Operational         	10151   	Program started                         	2016-10-14 08:25:27 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796620   	I   	Operational         	10151   	Program started                         	2016-10-14 08:25:27 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796621   	I   	Operational         	10151   	Program started                         	2016-10-14 08:25:27 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796622   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:25:27 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796623   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:25:27 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796624   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:25:57 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796625   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:25:57 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
2796627   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:26:12 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796628   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:26:12 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796629   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:26:12 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796630   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:26:12 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796631   	I   	Operational         	10052   	Regain start                            	2016-10-14 08:26:14 	A regain movement has started.	{args: "0"}
2796632   	I   	Operational         	10053   	Regain ready                            	2016-10-14 08:26:14 	The regain movement is ready.	{args: "0"}
2796633   	I   	Operational         	10151   	Program started                         	2016-10-14 08:26:14 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796634   	I   	Operational         	10151   	Program started                         	2016-10-14 08:26:14 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796635   	I   	Operational         	10151   	Program started                         	2016-10-14 08:26:14 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796636   	I   	Operational         	10151   	Program started                         	2016-10-14 08:26:14 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796637   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:26:14 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796638   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:26:14 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796640   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 08:26:17 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796641   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 08:26:17 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796642   	E   	Program             	40228   	Execution error                         	2016-10-14 08:26:17 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796643   	I   	Operational         	10020   	Execution error state                   	2016-10-14 08:26:17 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
